SP80053ControlDetailIndex,SP80053ID,SP80053ControlFamilyControlDetailID,SP80053ControlDetailID,SP80053ControlDetailEnhancement,SP80053ControlDetailEnhancementID,SP80053ControlDetailEnhancementTitle,SP80053ControlDetailDescription,SP80053ControlDetailAssignment,SP80053ControlDetailTier,SP80053ControlDetailDesignation,SP80053ControlDetailSupplementalGuidance,SP80053ControlDetailReference,SP80053ControlDetailPriority,SP80053ControlDetailAssurance,SP80053ControlDetailBaseline,SP80053ControlDetailBaselineMod,SP80053ControlDetailBaselineHigh,SP80053ControlIndex
1430,SP 800-53 SI-5d.,SI-5d.,5d.,0,,,"The organization implements security directives in accordance with established time frames, or notifies the issuing organization of the degree of noncompliance.",,Organization,,,,P1,1,1,1,1,229
402,SP 800-53 CM-6b.,CM-6b.,6b.,0,,,The organization implements the configuration settings;,,Organization,,,,P1,0,1,1,1,57
938,SP 800-53 PM-9b.,PM-9b.,9b.,0,,,The organization implements the risk management strategy consistently across the organization.,,Organization,,,,,0,0,0,0,143
1159,SP 800-53 SA-4a.,SA-4a.,4a.,0,,,"The organization includes the following requirements, descriptions, and criteria, explicitly or by reference, in the acquisition contract for the information system, system component, or information system service in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, guidelines, and organizational mission/business needs security functional requirements;",,Organization,,,,P1,1,1,1,1,167
1160,SP 800-53 SA-4b.,SA-4b.,4b.,0,,,"The organization includes the following requirements, descriptions, and criteria, explicitly or by reference, in the acquisition contract for the information system, system component, or information system service in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, guidelines, and organizational mission/business needs security strength requirements;",,Organization,,,,P1,1,1,1,1,167
1161,SP 800-53 SA-4c.,SA-4c.,4c.,0,,,"The organization includes the following requirements, descriptions, and criteria, explicitly or by reference, in the acquisition contract for the information system, system component, or information system service in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, guidelines, and organizational mission/business needs security assurance requirements;",,Organization,,,,P1,1,1,1,1,167
1162,SP 800-53 SA-4d.,SA-4d.,4d.,0,,,"The organization includes the following requirements, descriptions, and criteria, explicitly or by reference, in the acquisition contract for the information system, system component, or information system service in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, guidelines, and organizational mission/business needs security-related documentation requirements;",,Organization,,,,P1,1,1,1,1,167
1163,SP 800-53 SA-4e.,SA-4e.,4e.,0,,,"The organization includes the following requirements, descriptions, and criteria, explicitly or by reference, in the acquisition contract for the information system, system component, or information system service in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, guidelines, and organizational mission/business needs requirements for protecting security-related documentation;",,Organization,,,,P1,1,1,1,1,167
1164,SP 800-53 SA-4f.,SA-4f.,4f.,0,,,"The organization includes the following requirements, descriptions, and criteria, explicitly or by reference, in the acquisition contract for the information system, system component, or information system service in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, guidelines, and organizational mission/business needs description of the information system development environment and environment in which the system is intended to operate.",,Organization,,,,P1,1,1,1,1,167
1165,SP 800-53 SA-4g.,SA-4g.,4g.,0,,,"The organization includes the following requirements, descriptions, and criteria, explicitly or by reference, in the acquisition contract for the information system, system component, or information system service in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, guidelines, and organizational mission/business needs acceptance criteria.",,Organization,,,,P1,1,1,1,1,167
1374,SP 800-53 SI-2d.,SI-2d.,2d.,0,,,The organization incorporates flaw remediation into the organizational configuration management process.,,Organization,,,,P1,0,1,1,1,226
637,SP 800-53 IR-4c.,IR-4c.,4c.,0,,,"The organization incorporates lessons learned from ongoing incident handling activities into incident response procedures, training, and testing, and implements the resulting changes accordingly.",,Organization,,,,P1,0,1,1,1,89
1145,SP 800-53 SA-3d.,SA-3d.,3d.,0,,,The organization integrates the organizational information security risk management process into system development life cycle activities.,,Organization,,,,P1,1,1,1,1,166
816,SP 800-53 PE-2b.,PE-2b.,2b.,0,,,The organization issues authorization credentials for facility access;,,Organization,,,,P1,0,1,1,1,111
748,SP 800-53 MP-5b.,MP-5b.,5b.,0,,,The organization maintains accountability for information system media during transport outside of controlled areas;,,Organization,,,,P1,0,0,1,1,106
713,SP 800-53 MA-4d.,MA-4d.,4d.,0,,,The organization maintains records for nonlocal maintenance and diagnostic activities.,,Organization,,,,P2,0,1,1,1,99
898,SP 800-53 PM-10a.,PM-10a.,10a.,0,,,"The organization manages (i.e., documents, tracks, and reports) the security state of organizational information systems and the environments in which those systems operate through security authorization processes;",,Organization,,,,,0,0,0,0,144
597,SP 800-53 IA-5j.,IA-5j.,5j.,0,,,The organization manages information system authenticators by changing authenticators for group/role accounts when membership to those accounts changes.,,Organization,,,,P1,0,1,1,1,79
592,SP 800-53 IA-5e.,IA-5e.,5e.,0,,,The organization manages information system authenticators by changing default content of authenticators prior to information system installation;,,Organization,,,,P1,0,1,1,1,79
590,SP 800-53 IA-5c.,IA-5c.,5c.,0,,,The organization manages information system authenticators by ensuring that authenticators have sufficient strength of mechanism for their intended use;,,Organization,,,,P1,0,1,1,1,79
591,SP 800-53 IA-5d.,IA-5d.,5d.,0,,,"The organization manages information system authenticators by establishing and implementing administrative procedures for initial authenticator distribution, for lost/compromised or damaged authenticators, and for revoking authenticators;",,Organization,,,,P1,0,1,1,1,79
589,SP 800-53 IA-5b.,IA-5b.,5b.,0,,,The organization manages information system authenticators by establishing initial authenticator content for authenticators defined by the organization;,,Organization,,,,P1,0,1,1,1,79
593,SP 800-53 IA-5f.,IA-5f.,5f.,0,,,The organization manages information system authenticators by establishing minimum and maximum lifetime restrictions and reuse conditions for authenticators;,,Organization,,,,P1,0,1,1,1,79
595,SP 800-53 IA-5h.,IA-5h.,5h.,0,,,The organization manages information system authenticators by protecting authenticator content from unauthorized disclosure and modification;,,Organization,,,,P1,0,1,1,1,79
596,SP 800-53 IA-5i.,IA-5i.,5i.,0,,,"The organization manages information system authenticators by requiring individuals to take, and having devices implement, specific security safeguards to protect authenticators.",,Organization,,,,P1,0,1,1,1,79
588,SP 800-53 IA-5a.,IA-5a.,5a.,0,,,"The organization manages information system authenticators by verifying, as part of the initial authenticator distribution, the identity of the individual, group, role, or device receiving the authenticator;",,Organization,,,,P1,0,1,1,1,79
561,SP 800-53 IA-4c.,IA-4c.,4c.,0,,,"The organization manages information system identifiers by assigning the identifier to the intended individual, group, role, or device;",,Organization,,,,P1,0,1,1,1,78
560,SP 800-53 IA-4b.,IA-4b.,4b.,0,,,"The organization manages information system identifiers by selecting an identifier that identifies an individual, group, role, or device;",,Organization,,,,P1,0,1,1,1,78
738,SP 800-53 MP-3a.,MP-3a.,3a.,0,,,"The organization marks information system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information.",,Organization,,,,P2,0,0,1,1,104
969,SP 800-53 PS-5c.,PS-5c.,5c.,0,,,The organization modifies access authorization as needed to correspond with any changes in operational need due to reassignment or transfer.,,Organization,,,,P2,0,1,1,1,155
404,SP 800-53 CM-6d.,CM-6d.,6d.,0,,,The organization monitors and controls changes to the configuration settings in accordance with organizational policies and procedures.,,Organization,,,,P1,0,1,1,1,57
846,SP 800-53 PE-6a.,PE-6a.,6a.,0,,,The organization monitors physical access to the facility where the information system resides to detect and respond to physical security incidents;,,Organization,,,,P1,1,1,1,1,115
986,SP 800-53 PS-7e.,PS-7e.,7e.,0,,,The organization monitors provider compliance.,,Organization,,,,P1,1,1,1,1,157
1417,SP 800-53 SI-4a.2.,SI-4a.2.,4a.2.,0,,,"The organization monitors the information system to detect unauthorized local, network, and remote connections;",,Organization,,,,P1,1,1,1,1,228
105,SP 800-53 AC-2g.,AC-2g.,2g.,0,,,The organization monitors the use of information system accounts,,Organization,,,,P1,0,1,1,1,2
489,SP 800-53 CP-4c.,CP-4c.,4c.,0,,,"The organization nitiates corrective actions, if needed.",,Organization,,,,P2,1,1,1,1,66
106,SP 800-53 AC-2h.1.,AC-2h.1.,2h.1.,0,,,The organization notifies account managers when accounts are no longer required,,Organization,,,,P1,0,1,1,1,2
108,SP 800-53 AC-2h.3.,AC-2h.3.,2h.3.,0,,,The organization notifies account managers when individual information system usage or need-to-know changes,,Organization,,,,P1,0,1,1,1,2
